Row #;Tour (Tour__r.Name);Program;Day;Optie;Doel km;Gematchte CSV route;Verschil (km);Hoogtemeters;Zekerheid
1609;Through Flanders Fields and along the Somme;Program Abbeville - Bruges;Day 9: Havrincourt – Douai;Optie 1;47;Havrincourt - Douai 47 km ENG 2026;0,18;234,5;Hoog
1609;Through Flanders Fields and along the Somme;Program Abbeville - Bruges;Day 9: Havrincourt – Douai;Optie 2;61;Havrincourt - Cambrai - Douai 61 km ENG 2026;0,24;328,8;Hoog
1610;Through Flanders Fields and along the Somme;Program Abbeville - Bruges;Day 10: Douai – Lille;Optie 1;50;Douai - Lille 50 km ENG 2026;0,16;209,1;Hoog
1610;Through Flanders Fields and along the Somme;Program Abbeville - Bruges;Day 10: Douai – Lille;Optie 2;65;Douai - Lille (via Lens) 65 km ENG 2026;0,32;306,7;Hoog
1612;Through Flanders Fields and along the Somme;Program Abbeville - Bruges;Day 12: Lille – Comines | Comines – Kortrijk – Harelbeke;Optie 1;39;Comines - Kortrijk - Harelbeke 39 km ENG 2026;0,23;179,3;Hoog
1612;Through Flanders Fields and along the Somme;Program Abbeville - Bruges;Day 12: Lille – Comines | Comines – Kortrijk – Harelbeke;Optie 2;53;Comines - Kortrijk - Harelbeke (via Tyne Cot) 53 km ENG 2026;0,27;269,8;Hoog
1613;Through Flanders Fields and along the Somme;Program Abbeville - Bruges;Day 13: Harelbeke – Deinze;Optie 1;57;Harelbeke - Oudenaarde - Deinze 57 km ENG 2026;0,4;310,4;Hoog
1614;Through Flanders Fields and along the Somme;Program Abbeville - Bruges;Day 14: Deinze – Bruges;Optie 1;46;Deinze - Bruges 46 km ENG 2026;0,15;222,5;Hoog
1614;Through Flanders Fields and along the Somme;Program Abbeville - Bruges;Day 14: Deinze – Bruges;Optie 2;63;Deinze - Bruges 63 km ENG 2026;0,02;298,2;Hoog
1618;Through Europe’s Heartland: between Amsterdam and Paris;Tour program: Amsterdam - Paris;Day 2: Cycle to the ship – Amsterdam to Utrecht;Optie 1;43;Amsterdam (Hoxton) - Breukelen 46km DEU 2026;2,72;169;Redelijk
1619;Through Europe’s Heartland: between Amsterdam and Paris;Tour program: Amsterdam - Paris;Day 3: Silvercraft & windmills – Utrecht to Willemstad;Optie 1;38;Amsterdam (Hoxten) - Breukelen 38km DEU 2026;0,21;133;Laag (niet toegepast)
1619;Through Europe’s Heartland: between Amsterdam and Paris;Tour program: Amsterdam - Paris;Day 3: Silvercraft & windmills – Utrecht to Willemstad;Optie 2;56;Tholen - Bergen op Zoom - Antwerpen DEU 2026;0,67;246,7;Laag (niet toegepast)
1620;Through Europe’s Heartland: between Amsterdam and Paris;Tour program: Amsterdam - Paris;Day 4: Into Belgium – Willemstad to Antwerp;Optie 1;56;Tholen - Antwerpen 55km DEU 2026;2,67;267,4;Laag (niet toegepast)
1621;Through Europe’s Heartland: between Amsterdam and Paris;Tour program: Amsterdam - Paris;Day 5: Along the Schelde – Antwerp to St. Amands;Optie 1;34;Antwerpen - St. Amands (Temse Vita Scheldebad) 39km DEU 2026;4,65;179,9;Redelijk
1621;Through Europe’s Heartland: between Amsterdam and Paris;Tour program: Amsterdam - Paris;Day 5: Along the Schelde – Antwerp to St. Amands;Optie 2;49;Bruges - Blankenberge loop 55 km DEU 2026;1,59;184,7;Laag (niet toegepast)
1622;Through Europe’s Heartland: between Amsterdam and Paris;Tour program: Amsterdam - Paris;Day 6: Flemish flair – St. Amands to Ghent;Optie 1;52;Amsterdam (Hoxten) - Naarden - Diemen DEU 2026;0,74;197,1;Laag (niet toegepast)
1623;Through Europe’s Heartland: between Amsterdam and Paris;Tour program: Amsterdam - Paris;Day 7: Into Bruges – Ghent to Bruges;Optie 1;22;Bruges - Damme (loop) 22 km DEU 2026;0,41;83;Hoog
1623;Through Europe’s Heartland: between Amsterdam and Paris;Tour program: Amsterdam - Paris;Day 7: Into Bruges – Ghent to Bruges;Optie 2;45;Bruges - Blankenberge (loop) 48 km DEU 2026;3,56;168,8;Redelijk
1624;Through Europe’s Heartland: between Amsterdam and Paris;Tour program: Amsterdam - Paris;Day 8: Coastal escape – Bruges to the North Sea;Optie 1;38;Bruges - Damme 37km DEU 2026;0,89;136,4;Hoog
1624;Through Europe’s Heartland: between Amsterdam and Paris;Tour program: Amsterdam - Paris;Day 8: Coastal escape – Bruges to the North Sea;Optie 2;51;Gent (Evergem) - Bruges (via Bulskampveld) 52 km DEU 2026;0,58;251,3;Hoog
1631;Through Europe’s Heartland: between Amsterdam and Paris;Tour Program: Paris - Amsterdam;Day 3: Storybook scenery – Bruges to Ghent;Optie 1;34;Breukelen - Amsterdam 34km DEU 2026;0,35;122,8;Laag (niet toegepast)
1631;Through Europe’s Heartland: between Amsterdam and Paris;Tour Program: Paris - Amsterdam;Day 3: Storybook scenery – Bruges to Ghent;Optie 2;45;Bruges city centre - Lovendegem 41km DEU 2026;3,7;166,5;Laag (niet toegepast)
1632;Through Europe’s Heartland: between Amsterdam and Paris;Tour Program: Paris - Amsterdam;Day 4: River serenity – Ghent to St. Amands;Optie 1;38;St. Amands - Antwerpen 41km DEU 2026;1,85;190,1;Redelijk
1632;Through Europe’s Heartland: between Amsterdam and Paris;Tour Program: Paris - Amsterdam;Day 4: River serenity – Ghent to St. Amands;Optie 2;50;Schoonhoven - Utrecht (zentrum) 50 km DEU 2026;0,12;147,9;Laag (niet toegepast)
1633;Through Europe’s Heartland: between Amsterdam and Paris;Tour Program: Paris - Amsterdam;Day 5: Countryside to city – St. Amands to Antwerp;Optie 1;30;St. Amands - Antwerpen 28km DEU 2026 (Ferry Kruibeke);2,6;128,9;Redelijk
1633;Through Europe’s Heartland: between Amsterdam and Paris;Tour Program: Paris - Amsterdam;Day 5: Countryside to city – St. Amands to Antwerp;Optie 2;41;St. Amands - Antwerp 40 km DEU 2026;0,48;192;Hoog
1634;Through Europe’s Heartland: between Amsterdam and Paris;Tour Program: Paris - Amsterdam;Day 6: Crossing borders – Antwerp to Dordrecht;Optie 1;22;Bruges - Damme (loop) 22 km DEU 2026;0,41;83;Laag (niet toegepast)
1634;Through Europe’s Heartland: between Amsterdam and Paris;Tour Program: Paris - Amsterdam;Day 6: Crossing borders – Antwerp to Dordrecht;Optie 2;34;St. Amands - Antwerp (via waterbus) 30 km DEU 2026;3,18;145;Redelijk
1635;Through Europe’s Heartland: between Amsterdam and Paris;Tour Program: Paris - Amsterdam;Day 7: Windmills and silversmiths – Dordrecht to Schoonhoven;Optie 1;32;Dordrecht // Alblasserdam - Kinderdijk - Schoonhoven 32 km DEU 2026;0,4;84,3;Hoog
1635;Through Europe’s Heartland: between Amsterdam and Paris;Tour Program: Paris - Amsterdam;Day 7: Windmills and silversmiths – Dordrecht to Schoonhoven;Optie 2;45;Schoonhoven - Utrecht 45km DEU (Mittagessen Schwimmbad);0,42;124,8;Redelijk
1636;Through Europe’s Heartland: between Amsterdam and Paris;Tour Program: Paris - Amsterdam;Day 8: The Green Heart of Holland – Schoonhoven to Utrecht;Optie 1;44;Schoonhoven - Oudewater - Utrecht 45 km / 28 mi DEU 2026;0,57;115,6;Hoog
1637;Through Europe’s Heartland: between Amsterdam and Paris;Tour Program: Paris - Amsterdam;Day 9: Easy morning ride – Breukelen to Amsterdam;Optie 1;28;Kreekrak - Tholen 30km DEU 2026;0,74;131,5;Laag (niet toegepast)
1641;Discover Holland’s UNESCO Treasures;Unesco A'dam-A'dam;Day 2: Hoorn – (Medemblik) – Enkhuizen;Optie 1;30;Hoorn - Enkhuizen (über die Küste) 26 km DEU 2026;4;65,4;Redelijk
1641;Discover Holland’s UNESCO Treasures;Unesco A'dam-A'dam;Day 2: Hoorn – (Medemblik) – Enkhuizen;Optie 2;37;Sint Maartensvlotbrug - Alkmaar 37 km DEU;0,16;190,9;Laag (niet toegepast)
1642;Discover Holland’s UNESCO Treasures;Unesco A'dam-A'dam;Day 3: Enkhuizen – Lemmer | Lemmer – Sneek;Optie 1;35;Lemmer - Sneek 37 km DEU;1,68;113,3;Redelijk
1642;Discover Holland’s UNESCO Treasures;Unesco A'dam-A'dam;Day 3: Enkhuizen – Lemmer | Lemmer – Sneek;Optie 2;50;Sneek - Franeker (über Grou) 50 km DEU 2026;0,42;151,7;Hoog
1643;Discover Holland’s UNESCO Treasures;Unesco A'dam-A'dam;Day 4: Sneek – Franeker;Optie 1;43;Sneek - Franeker 44 km DEU 2026;0,88;127,2;Hoog
1644;Discover Holland’s UNESCO Treasures;Unesco A'dam-A'dam;Day 5: Franeker – Harlingen | Harlingen – Kornwerderzand | Kornwerderzand – Den;Optie 1;23;Harlingen - Kornwerderzand 25 km DEU 2026;1,76;70,1;Redelijk
1644;Discover Holland’s UNESCO Treasures;Unesco A'dam-A'dam;Day 5: Franeker – Harlingen | Harlingen – Kornwerderzand | Kornwerderzand – Den;Optie 2;35;Harlingen - Kornwerderzand 39 km DEU 2026;4,11;107,1;Redelijk
1645;Discover Holland’s UNESCO Treasures;Unesco A'dam-A'dam;Day 6: Den Helder - St. Maartensvlotbrug | St. Maartensvlotbrug – Alkmaar;Optie 1;45;Sneek - Franeker 45 km DEU 2026;0,03;141;Laag (niet toegepast)
1646;Discover Holland’s UNESCO Treasures;Unesco A'dam-A'dam;Day 7: Alkmaar – Wormerveer | Wormerveer – Zaanse Schans – Amsterdam;Optie 1;38;Sint Maartensvlotbrug - Alkmaar 37 km DEU 2026;1,31;188,6;Redelijk
1646;Discover Holland’s UNESCO Treasures;Unesco A'dam-A'dam;Day 7: Alkmaar – Wormerveer | Wormerveer – Zaanse Schans – Amsterdam;Optie 2;47;Wormerveer - Zaanse Schans - Amsterdam 46 km DEU;1,53;151,9;Redelijk
1654;Egypt & The Nile – A Journey to Ancient wonders;Egypt & The Nile;Day 2: El Gouna Cycling & Red Sea Leisure;Optie 1;29;El Gouna Cycling (27 km/17 mi.);3,35;124,2;Redelijk
1656;Egypt & The Nile – A Journey to Ancient wonders;Egypt & The Nile;Day 4: Luxor East Bank;Optie 1;26;Day 4 (2/2): Luxor East Bank;3,62;60,2;Redelijk
1657;Egypt & The Nile – A Journey to Ancient wonders;Egypt & The Nile;Day 5: Luxor – Esna;Optie 1;51;Day 5: Luxor – Esna;0,59;185,6;Hoog
1658;Egypt & The Nile – A Journey to Ancient wonders;Egypt & The Nile;Day 6: Kom Ombo & Aswan;Optie 1;31;Day 6: Kom Ombo & Aswan;2,18;166,5;Redelijk
1659;Egypt & The Nile – A Journey to Ancient wonders;Egypt & The Nile;Day 7: Aswan & Philae Temple;Optie 1;35;Day 9 (1/2): Luxor West Bank;3,25;172,4;Laag (niet toegepast)
1660;Egypt & The Nile – A Journey to Ancient wonders;Egypt & The Nile;Day 8: Edfu & Monastic Heritage;Optie 1;21;Day 8: Edfu & Monastic Heritage;4,87;70,5;Redelijk
1676;Historic Towns and coastal Holland by Sail and Bike;Program S&B Zeeland;Day 2: Across the border: Doel – Paal – Hulst – Terneuzen;Optie 1;39;Paal - Terneuzen kort 40km;0,44;108,7;Hoog
1676;Historic Towns and coastal Holland by Sail and Bike;Program S&B Zeeland;Day 2: Across the border: Doel – Paal – Hulst – Terneuzen;Optie 2;49;Paal - Terneuzen 50km;0,51;161,9;Hoog
1677;Historic Towns and coastal Holland by Sail and Bike;Program S&B Zeeland;Day 3: Dunes, dikes, and polders: Terneuzen – Breskens;Optie 1;50;Terneuzen - Breskens 50km;0,39;137,9;Hoog
1678;Historic Towns and coastal Holland by Sail and Bike;Program S&B Zeeland;Day 4: Sea air and Zeeland charm: Middelburg – coastal route – Middelburg;Optie 2;55;Middelburg (loop) 55km ENG;0,39;219,3;Hoog
1679;Historic Towns and coastal Holland by Sail and Bike;Program S&B Zeeland;Day 5: Historic harbors and Dutch ingenuity - Middelburg – Veere – Kamperland;Optie 1;36;Middelburg - Neeltje Jans - Kamperland 36km;0,09;109;Redelijk
1681;Historic Towns and coastal Holland by Sail and Bike;Program S&B Zeeland;Day 7: A final ride to Antwerp- Hansweert – Zandvliet – Antwerp;Optie 1;34;Hansweert - Zandvliet Kust - 34km;1,34;105,6;Redelijk
1684;Heart of Tulips;Heart of Tulips;Day 2: A gentle start through Waterland: Amsterdam to Zaandam;Optie 1;30;Zaandam - Zaanse Schans - Haarlem (city) 32 km ENG 2026;2,1;113,1;Laag (niet toegepast)
1685;Heart of Tulips;Heart of Tulips;Day 3: Windmills, flowers & Dutch heritage: Zaandam to Alkmaar;Optie 1;39;Alphen a/d Rijn - Kudelstaart 39 km ENG 2026;0,17;97,4;Laag (niet toegepast)
1685;Heart of Tulips;Heart of Tulips;Day 3: Windmills, flowers & Dutch heritage: Zaandam to Alkmaar;Optie 2;50;Zaandam - Zaanse Schans - Haarlem (city) (via IJmuiden) 51 km ENG 2026;0,7;220,4;Laag (niet toegepast)
1686;Heart of Tulips;Heart of Tulips;Day 4: Cheese market and dune landscapes: Alkmaar to Haarlem;Optie 1;50;Amsterdam (Oosterdok) - Zaanse schans - Haarlem 48 km ENG 2026;2,25;144,9;Laag (niet toegepast)
1687;Heart of Tulips;Heart of Tulips;Day 5: A celebration of spring: Haarlem to Haarlem;Optie 1;47;Amsterdam (Oosterdok) - Zaanse Schans - Haarlem (city) 47 km ENG 2026;0,25;160,3;Redelijk
1688;Heart of Tulips;Heart of Tulips;Day 6: From flower trade to open water: Haarlem to Zaandam | cruise to Hoorn;Optie 1;30;Alblasserdam - Kinderdijk - Gouda 30 km ENG 2026;0,39;83,7;Laag (niet toegepast)
1689;Heart of Tulips;Heart of Tulips;Day 7: Tulip country and historic harbors: Hoorn to Volendam | cruise to Huizen;Optie 1;25;Alphen a/d Rijn - Uithoorn 24 km ENG 2026;0,59;63,2;Laag (niet toegepast)
1689;Heart of Tulips;Heart of Tulips;Day 7: Tulip country and historic harbors: Hoorn to Volendam | cruise to Huizen;Optie 2;55;Gouda - Kudelstaart 54 km ENG 2026;1,19;136,7;Laag (niet toegepast)
1690;Heart of Tulips;Heart of Tulips;Day 8: Fortified towns and a grand finale: Huizen to Amsterdam;Optie 1;35;Bosrandbrug - Amsterdam (Oosterdok) 36 km ENG 2026;0,65;143,3;Hoog
1690;Heart of Tulips;Heart of Tulips;Day 8: Fortified towns and a grand finale: Huizen to Amsterdam;Optie 2;49;Amsterdam (Veemkade) - Zaanse Schans - Haarlem (city) 47 km ENG 2026;1,84;159,8;Laag (niet toegepast)
1709;France: Provence & the Rhône Valley;Lyon - Arles;Day 2: Along the Northern Rhône: Lyon – Chavanay – Tournon-sur-Rhône;Optie 1;45;Tournon - La Voulte sur Rhône 47km ENG;2,16;209,8;Redelijk
1710;France: Provence & the Rhône Valley;Lyon - Arles;Day 3: ViaRhôna and  Ardèche Views: Tournon-sur-Rhône – La Voulte-sur-Rhône – Vi;Optie 1;40;Cote Rotie loop 37km (15km^ avg 3%);2,51;659,6;Laag (niet toegepast)
1711;France: Provence & the Rhône Valley;Lyon - Arles;Day 4: Hilltop Villages and Rhône Wines: Viviers – Châteauneuf-du-Pape – Avignon;Optie 1;60;Tarascon – Pont du Gard – Avignon 57km ENG 2026;3,43;444,5;Laag (niet toegepast)
1711;France: Provence & the Rhône Valley;Lyon - Arles;Day 4: Hilltop Villages and Rhône Wines: Viviers – Châteauneuf-du-Pape – Avignon;Optie 2;65;Viviers - Chateau Neuf du Pape 66km;0,97;647,3;Redelijk
1712;France: Provence & the Rhône Valley;Lyon - Arles;Day 5: Avignon and Provençal Life: Avignon;Optie 1;40;Saint Etiennes des Sorts - Orange - Roquemare 35km ENG;4,39;229,7;Laag (niet toegepast)
1712;France: Provence & the Rhône Valley;Lyon - Arles;Day 5: Avignon and Provençal Life: Avignon;Optie 2;50;Chavanay - Tournon EV17 50km ENG;0,28;216,5;Laag (niet toegepast)
1713;France: Provence & the Rhône Valley;Lyon - Arles;Day 6: Roman past at the Pont du Gard: Avignon – Pont du Gard – Tarascon;Optie 1;55;Tarascon - Chateau des Baux - Arles 54km;1,11;487,6;Laag (niet toegepast)
1713;France: Provence & the Rhône Valley;Lyon - Arles;Day 6: Roman past at the Pont du Gard: Avignon – Pont du Gard – Tarascon;Optie 2;60;Avignon - Pont du Gard - Tarascon 56km ENG 2026;3,5;483,4;Redelijk
1714;France: Provence & the Rhône Valley;Lyon - Arles;Day 7: Van Gogh’s Provence: Tarascon – Arles;Optie 2;65;Lamastre - La Voulte Sur Rhône (La Dolce Via) 66km ENG;1;668;Laag (niet toegepast)
1717;France: Provence & the Rhône Valley;Arles - Lyon;Day 2: Van Gogh’s Provence: Arles – Tarascon;Optie 2;65;Lamastre - La Voulte Sur Rhône (La Dolce Via) 66km ENG;1;668;Laag (niet toegepast)
1718;France: Provence & the Rhône Valley;Arles - Lyon;Day 3: The Pont du Gard: Tarascon – Pont du Gard – Avignon;Optie 1;55;Tarascon - Chateau des Baux - Arles 54km;1,11;487,6;Laag (niet toegepast)
1718;France: Provence & the Rhône Valley;Arles - Lyon;Day 3: The Pont du Gard: Tarascon – Pont du Gard – Avignon;Optie 2;60;Tarascon – Pont du Gard – Avignon 57km ENG 2026;3,43;444,5;Redelijk
1719;France: Provence & the Rhône Valley;Arles - Lyon;Day 4: The Papal City: Avignon;Optie 1;40;Cote Rotie loop 37km (15km^ avg 3%);2,51;659,6;Laag (niet toegepast)
1719;France: Provence & the Rhône Valley;Arles - Lyon;Day 4: The Papal City: Avignon;Optie 2;50;Chavanay - Tournon EV17 50km ENG;0,28;216,5;Laag (niet toegepast)
1720;France: Provence & the Rhône Valley;Arles - Lyon;Day 5: Vineyards of the Rhône: Avignon – Châteauneuf-du-Pape – Viviers;Optie 1;60;Avignon - Pont du Gard - Tarascon 56km ENG 2026;3,5;483,4;Laag (niet toegepast)
1720;France: Provence & the Rhône Valley;Arles - Lyon;Day 5: Vineyards of the Rhône: Avignon – Châteauneuf-du-Pape – Viviers;Optie 2;65;Viviers - Chateau Neuf du Pape 66km;0,97;647,3;Redelijk
1721;France: Provence & the Rhône Valley;Arles - Lyon;Day 6: Rhône or Ardèche: Viviers – La Voulte-sur-Rhône – Tournon-sur-Rhône;Optie 1;40;Saint Etiennes des Sorts - Orange - Roquemare 35km ENG;4,39;229,7;Laag (niet toegepast)
1722;France: Provence & the Rhône Valley;Arles - Lyon;Day 7: Northern Rhône Wines: Tournon-sur-Rhône – Chavanay – Lyon;Optie 1;45;Tournon - La Voulte sur Rhône 47km ENG;2,16;209,8;Redelijk
1726;Hamburg - Berlin or Berlin - Hamburg;Program Hamburg - Berlin;Day 3: Hamburg - Geesthacht;Optie 1;40;day 3: Hamburg - Geesthacht (shorter);0,35;170,7;Hoog
1726;Hamburg - Berlin or Berlin - Hamburg;Program Hamburg - Berlin;Day 3: Hamburg - Geesthacht;Optie 2;52;day 3: Hamburg - Geesthacht ;0,72;216;Hoog
1727;Hamburg - Berlin or Berlin - Hamburg;Program Hamburg - Berlin;Day 4: Lüneburg;Optie 1;43;Day 4: Luneberg  (42 km);0,39;293,9;Laag (niet toegepast)
1728;Hamburg - Berlin or Berlin - Hamburg;Program Hamburg - Berlin;Day 5: Lüneberg - Bad Bevensen;Optie 1;26;day 5: Lüneburg Harbor - Bad Bevensen ;0,08;145,2;Hoog
1729;Hamburg - Berlin or Berlin - Hamburg;Program Hamburg - Berlin;Day 6: Bad Bevensen - Alt Isenhagen;Optie 1;46;Day 6: Bad Bevensen - Meevaren - Alt Isenhagen;0,18;298,4;Hoog
1730;Hamburg - Berlin or Berlin - Hamburg;Program Hamburg - Berlin;Day 7: Alt Isenhagen - Wolfsburg;Optie 1;46;Day 7: Alt Isenhagen - Weißes Moor - Wolfsburg   (46 km);0,83;219,1;Hoog
1732;Hamburg - Berlin or Berlin - Hamburg;Program Hamburg - Berlin;Day 9: Wolfsburg - Magdeburg;Optie 1;59;DAy 9 : Calvorde (outside Wolfsburg) to Magdeburg (55km);0,33;272,4;Hoog
1733;Hamburg - Berlin or Berlin - Hamburg;Program Hamburg - Berlin;Day 10: Magdeburg - Genthin;Optie 1;55;Day 10: Magdeburg - Genthin (55km);0,3;256,6;Hoog
1734;Hamburg - Berlin or Berlin - Hamburg;Program Hamburg - Berlin;Day 11: Genthin - Brandenburg an der Havel;Optie 1;38;Day 11: Genthin - Brandenburg (38km);0,12;171,5;Hoog
1735;Hamburg - Berlin or Berlin - Hamburg;Program Hamburg - Berlin;Day 12: Brandenburg - Potsdam;Optie 1;40;Day 12: Brandeburg - Potsdam (40km);0,05;188,3;Hoog
1736;Hamburg - Berlin or Berlin - Hamburg;Program Hamburg - Berlin;Day 13: Potsdam - Spandau;Optie 1;23;Day 13: Potsdam - Berlijn (West: Spandau / Lindenufer area) approx. 23 km;0,15;157,8;Hoog
1737;Hamburg - Berlin or Berlin - Hamburg;Program Hamburg - Berlin;Day 14: explore Berlin;Optie 1;35;Day 14: Berlin - Spandau Castle;1,49;190;Redelijk
1740;Hamburg - Berlin or Berlin - Hamburg;Program Berlin - Hamburg;Day 2: explore Berlin;Optie 1;35;Day 14: Berlin - Spandau Castle;1,49;190;Redelijk
1741;Hamburg - Berlin or Berlin - Hamburg;Program Berlin - Hamburg;Day 3: Spandau - Potsdam;Optie 1;23;Day 13: Potsdam - Berlijn (West: Spandau / Lindenufer area) approx. 23 km;0,15;157,8;Hoog
1742;Hamburg - Berlin or Berlin - Hamburg;Program Berlin - Hamburg;Day 4: Along the Havel to Brandenburg an der Havel;Optie 1;40;Day 12: Brandeburg - Potsdam (40km);0,05;188,3;Laag (niet toegepast)
1743;Hamburg - Berlin or Berlin - Hamburg;Program Berlin - Hamburg;Day 5: Brandenburg an der Havel to Genthin;Optie 1;38;Day 11: Genthin - Brandenburg (38km);0,12;171,5;Hoog
1744;Hamburg - Berlin or Berlin - Hamburg;Program Berlin - Hamburg;Day 6: Jerichower land to Magdeburg;Optie 1;55;Day 10: Magdeburg - Genthin (55km);0,3;256,6;Hoog
1745;Hamburg - Berlin or Berlin - Hamburg;Program Berlin - Hamburg;Day 7: to Wolfsburg;Optie 1;59;DAy 9 : Calvorde (outside Wolfsburg) to Magdeburg (55km);0,33;272,4;Laag (niet toegepast)
1747;Hamburg - Berlin or Berlin - Hamburg;Program Berlin - Hamburg;Day 9: Alt Isenhagen;Optie 1;46;Day 7: Alt Isenhagen - Weißes Moor - Wolfsburg   (46 km);0,83;219,1;Hoog
1748;Hamburg - Berlin or Berlin - Hamburg;Program Berlin - Hamburg;Day 10: Bad Bevensen;Optie 1;46;Day 6: Bad Bevensen - Meevaren - Alt Isenhagen;0,18;298,4;Hoog
1749;Hamburg - Berlin or Berlin - Hamburg;Program Berlin - Hamburg;Day 11:  Lüneburg;Optie 1;26;day 5: Lüneburg Harbor - Bad Bevensen ;0,08;145,2;Hoog
1750;Hamburg - Berlin or Berlin - Hamburg;Program Berlin - Hamburg;Day 12: Geesthacht;Optie 1;43;Day 4: Luneberg  (42 km);0,39;293,9;Laag (niet toegepast)
1751;Hamburg - Berlin or Berlin - Hamburg;Program Berlin - Hamburg;Day 13: Geesthacht to Hamburg;Optie 1;40;day 3: Hamburg - Geesthacht (shorter);0,35;170,7;Hoog
1751;Hamburg - Berlin or Berlin - Hamburg;Program Berlin - Hamburg;Day 13: Geesthacht to Hamburg;Optie 2;52;day 3: Hamburg - Geesthacht ;0,72;216;Hoog
1755;Berlin and the Green Lake District;Program: Berlin and the Green Lake District;Day 2: A journey through history along the Spree Berlin – Oranienburg;Optie 1;35;Day 14: Berlin - Spandau Castle;1,49;190;Redelijk
1755;Berlin and the Green Lake District;Program: Berlin and the Green Lake District;Day 2: A journey through history along the Spree Berlin – Oranienburg;Optie 2;48;Day 6: Bad Bevensen - Meevaren - Alt Isenhagen;1,82;298,4;Laag (niet toegepast)
1756;Berlin and the Green Lake District;Program: Berlin and the Green Lake District;Day 3: Lakes, forests, and memorials: Oranienburg - Potsdam;Optie 1;35;Day 12: Brandeburg - Potsdam (40km);4,95;188,3;Redelijk
1756;Berlin and the Green Lake District;Program: Berlin and the Green Lake District;Day 3: Lakes, forests, and memorials: Oranienburg - Potsdam;Optie 2;45;Day 7: Alt Isenhagen - Weißes Moor - Wolfsburg   (46 km);0,17;219,1;Laag (niet toegepast)
1757;Berlin and the Green Lake District;Program: Berlin and the Green Lake District;Day 4: Palaces and Parks of Potsdam;Optie 1;30;Short Potsdam - Oranianburg;0,83;161,5;Redelijk
1758;Berlin and the Green Lake District;Program: Berlin and the Green Lake District;Day 5: Einstein, Werder, and the Havel: Potsdam - Brandenburg an der Havel;Optie 1;40;day 3: Hamburg - Geesthacht (shorter);0,35;170,7;Laag (niet toegepast)
1758;Berlin and the Green Lake District;Program: Berlin and the Green Lake District;Day 5: Einstein, Werder, and the Havel: Potsdam - Brandenburg an der Havel;Optie 2;55;Day 10: Magdeburg - Genthin (55km);0,3;256,6;Laag (niet toegepast)
1759;Berlin and the Green Lake District;Program: Berlin and the Green Lake District;Day 6: Through water-rich Brandenburg: Brandenburg an der Havel - Berlin-Spandau;Optie 1;38;Day 11: Genthin - Brandenburg (38km);0,12;171,5;Hoog
1759;Berlin and the Green Lake District;Program: Berlin and the Green Lake District;Day 6: Through water-rich Brandenburg: Brandenburg an der Havel - Berlin-Spandau;Optie 2;50;day 3: Hamburg - Geesthacht ;2,72;216;Laag (niet toegepast)
1760;Berlin and the Green Lake District;Program: Berlin and the Green Lake District;Day 7: Berlin’s Past and Present;Optie 1;25;Day 14: Spandau-Berlin (estimate);4,29;167,8;Redelijk
1763;Hamburg - Lübeck;Hamburg - Lübeck - Hamburg;Day 2: Geesthacht – Lüneburg;Optie 1;30;day 2: Lüneburg Old Town (route 2);3,56;221,5;Redelijk
1763;Hamburg - Lübeck;Hamburg - Lübeck - Hamburg;Day 2: Geesthacht – Lüneburg;Optie 2;45;Lübeck -  Mölln;3,75;329,7;Laag (niet toegepast)
1764;Hamburg - Lübeck;Hamburg - Lübeck - Hamburg;Day 3: Lüneburg to Lauenburg;Optie 1;35;Lauenburg-Mölln, Germany, option 3;0,27;199,1;Hoog
1764;Hamburg - Lübeck;Hamburg - Lübeck - Hamburg;Day 3: Lüneburg to Lauenburg;Optie 2;50;Lauenburg-Mölln, Germany option 1;3,8;295,7;Redelijk
1765;Hamburg - Lübeck;Hamburg - Lübeck - Hamburg;Day 4: Lauenburg - Mölln - Lübeck;Optie 1;34;Mölln - Lübeck;1,18;241,1;Redelijk
1765;Hamburg - Lübeck;Hamburg - Lübeck - Hamburg;Day 4: Lauenburg - Mölln - Lübeck;Optie 2;50;Travemünde - Mölln - option 2;2,1;318,7;Redelijk
1766;Hamburg - Lübeck;Hamburg - Lübeck - Hamburg;Day 5: Lübeck - Travemünde - Lübeck;Optie 1;33;Day 5: Lübeck - Travemünde (Coastal);0,23;225,7;Hoog
1767;Hamburg - Lübeck;Hamburg - Lübeck - Hamburg;Day 6: Lübeck - Witzeeze;Optie 1;32;Day 4 Witzeeze lock - Donnerschleuse lock;0,02;185,1;Hoog
1767;Hamburg - Lübeck;Hamburg - Lübeck - Hamburg;Day 6: Lübeck - Witzeeze;Optie 2;45;Lübeck to Mölln- option 2;4,08;283,3;Redelijk
1768;Hamburg - Lübeck;Hamburg - Lübeck - Hamburg;Day 7: Witzeeze - Hamburg;Optie 1;25;Day 7: Witzeeze - Geesthacht (25 km+-);1,03;195,3;Redelijk
1768;Hamburg - Lübeck;Hamburg - Lübeck - Hamburg;Day 7: Witzeeze - Hamburg;Optie 2;64;Luneberg Hafer option 2;1,77;389,2;Laag (niet toegepast)
1771;Rhine highlights between Koblenz and Duisburg;Koblenz - Duisburg - Koblenz;Day 2: Along the Rhine Cologne – Monheim – Düsseldorf;Optie 1;25;Alken - Kobern - Winningen - Koblenz 25 km ENG 2025;0,18;177,1;Laag (niet toegepast)
