route_id,name,tour,program,day,option,language,match_status,source_row,day_desc,option_raw,target_km,diff_km,elev_m,confidence,applied
26848642,Moerbrugge - Bruges 41 km ENG 2026,Holland and Belgium: Amsterdam - Bruges Premium,Program: Bruges - Amsterdam Medium/Premium MAG,7,1,EN,exact,55,Day 7: Vreeswijk/Utrecht – Breukelen | Breukelen – Amsterdam,Optie 1,36.0,4.55,201.1,Laag (niet toegepast),False
55991544,Antwerpen - Baasrode 45 km ENG 2026,Holland and Belgium: Amsterdam - Bruges Premium,Program: Bruges - Amsterdam Medium/Premium MAG,7,2,EN,exact,55,Day 7: Vreeswijk/Utrecht – Breukelen | Breukelen – Amsterdam,Optie 2,46.0,0.83,165.3,Laag (niet toegepast),False
31459911,Schoonhoven - Kinderdijk - Alblasserdam  //  Dordrecht 32 km ENG 2026,Holland and Belgium: Amsterdam - Bruges Premium,Program: Amsterdam - Bruges Medium/Premium MAG,2,1,EN,exact,58,Day 2: Utrecht – Vreeswijk  | Vreeswijk – Schoonhoven – Kinderdijk | Kinderdijk,Optie 1,32.0,0.51,68.9,Hoog,True
26848529,Vianen - Kinderdijk - Alblasserdam //  Dordrecht 57 km ENG 2026,Holland and Belgium: Amsterdam - Bruges Premium,Program: Amsterdam - Bruges Medium/Premium MAG,2,2,EN,exact,58,Day 2: Utrecht – Vreeswijk  | Vreeswijk – Schoonhoven – Kinderdijk | Kinderdijk,Optie 2,56.0,0.88,138.8,Laag (niet toegepast),False
31460311,Willemstad - Tholen (via Steenbergen 43 km ENG 2026,Holland and Belgium: Amsterdam - Bruges Premium,Program: Amsterdam - Bruges Medium/Premium MAG,3,1,EN,exact,59,Day 3: Dordrecht – Willemstad | Willemstad – Bergen op Zoom,Optie 1,42.0,0.49,127.5,Redelijk,True
42684453,Willemstad - Bergen op Zoom (via Tholen) 50 km ENG 2026,Holland and Belgium: Amsterdam - Bruges Premium,Program: Amsterdam - Bruges Medium/Premium MAG,3,2,EN,exact,59,Day 3: Dordrecht – Willemstad | Willemstad – Bergen op Zoom,Optie 2,50.0,0.36,124.4,Hoog,True
31460505,Tholen - Kreekrak (east) 23 km ENG 2026,Holland and Belgium: Amsterdam - Bruges Premium,Program: Amsterdam - Bruges Medium/Premium MAG,4,1,EN,exact,60,Day 4: Bergen op Zoom – Kreekrak lock | Kreekrak lock – Antwerp,Optie 1,21.0,1.48,49.6,Redelijk,True
31460434,Tholen - Kreekrak (east) 33 km ENG 2026,Holland and Belgium: Amsterdam - Bruges Premium,Program: Amsterdam - Bruges Medium/Premium MAG,4,2,EN,exact,60,Day 4: Bergen op Zoom – Kreekrak lock | Kreekrak lock – Antwerp,Optie 2,35.0,2.37,146.1,Redelijk,True
31555120,Antwerp - St. Amands (via Waterbus) 30 km ENG 2026,Holland and Belgium: Amsterdam - Bruges Premium,Program: Amsterdam - Bruges Medium/Premium MAG,5,1,EN,exact,61,Day 5: Antwerp – Temse – St. Amands,Optie 1,34.0,3.52,126.7,Redelijk,True
31554812,Antwerp  - Dendermonde (via Waterbus) 42 ENG 2026,Holland and Belgium: Amsterdam - Bruges Premium,Program: Amsterdam - Bruges Medium/Premium MAG,5,2,EN,exact,61,Day 5: Antwerp – Temse – St. Amands,Optie 2,49.0,0.57,182.3,Hoog,True
31554711,Antwerp - Dendermonde 53 km ENG 2026,Holland and Belgium: Amsterdam - Bruges Premium,Program: Amsterdam - Bruges Medium/Premium MAG,6,1,EN,exact,62,Day 6: St. Amands – Dendermonde | Dendermonde – Ghent,Optie 1,52.0,0.9,192.3,Hoog,True
26848645,Aalter-Brug - Bruges 22 km ENG 2026,Holland and Belgium: Amsterdam - Bruges Premium,Program: Amsterdam - Bruges Medium/Premium MAG,7,1,EN,exact,63,Day 7: Ghent – Bruges,Optie 1,22.0,0.05,76.7,Hoog,True
31465355,Dendermonde - Ghent (city) 45 km ENG 2026,Holland and Belgium: Amsterdam - Bruges Premium,Program: Amsterdam - Bruges Medium/Premium MAG,7,2,EN,exact,63,Day 7: Ghent – Bruges,Optie 2,45.0,0.27,166.0,Hoog,True
26884044,Dordrecht // Alblasserdam - Kinderdijk - Vianen 57 km ENG 2026,Holland and Belgium: The Best of Holland and Belgium,Amsterdam - Bruges,2,1,EN,exact,66,Day 2: Vianen – Schoonhoven – Kinderdijk | Kinderdijk – Dordrecht,Optie 1,56.0,0.99,137.1,Hoog,True
26884030,Kreekrak (west) - Tholen 20 km ENG 2026,Holland and Belgium: The Best of Holland and Belgium,Amsterdam - Bruges,3,1,EN,exact,67,Day 3:Dordrecht – Tholen | Tholen – Kreekrak lock | Kreekrak lock – Antwerp,Optie 1,20.0,0.44,54.6,Hoog,True
26884023,Kreekrak (west) - Tholen 34 km ENG 2026,Holland and Belgium: The Best of Holland and Belgium,Amsterdam - Bruges,3,2,EN,exact,67,Day 3:Dordrecht – Tholen | Tholen – Kreekrak lock | Kreekrak lock – Antwerp,Optie 2,36.0,1.72,119.8,Redelijk,True
31571337,Dendermonde - Antwerp (via waterbus) 42+8 km ENG 2026,Holland and Belgium: The Best of Holland and Belgium,Amsterdam - Bruges,4,1,EN,exact,68,Day 4: Antwerp – Temse – Dendermonde,Optie 1,48.0,2.07,174.7,Redelijk,True
55834573,Dordrecht // Alblasserdam - Urecht [ALT] (centrum) (via Kinderdijk - Roosevelt) 65km,Holland and Belgium: The Best of Holland and Belgium,Amsterdam - Bruges,4,2,,exact,68,Day 4: Antwerp – Temse – Dendermonde,Optie 2,64.0,0.98,169.7,Laag (niet toegepast),False
31571313,Dendermonde - Antwerp 52 km ENG 2026,Holland and Belgium: The Best of Holland and Belgium,Amsterdam - Bruges,5,1,EN,exact,69,Day 5: Dendermonde – Ghent,Optie 1,52.0,0.32,201.7,Hoog,True
26884027,Tholen - Willemstad (via Oud Vossemeer) 46 km ENG 2026,Holland and Belgium: The Best of Holland and Belgium,Amsterdam - Bruges,6,1,EN,exact,70,Day 6: Ghent – Bruges,Optie 1,45.0,0.52,107.3,Laag (niet toegepast),False
31571536,Breukelen - Amsterdam (Oosterdok) 38 km ENG 2026,Holland and Belgium: The Best of Holland and Belgium,Amsterdam - Bruges,7,1,EN,exact,71,Day 7: Tour around Bruges to the North Sea,Optie 1,38.0,0.05,110.6,Laag (niet toegepast),False
41699453,Bruges - Ghent (city) (via Aalter-Brug) 51 km ENG 2026,Holland and Belgium: The Best of Holland and Belgium,Amsterdam - Bruges,7,2,EN,exact,71,Day 7: Tour around Bruges to the North Sea,Optie 2,51.0,0.19,151.6,Hoog,True
26883959|53899228,Test ride: Bruges 11 km ENG 2026,Holland and Belgium: The Best of Holland and Belgium,Bruges - Amsterdam,1,1,EN,ambiguous,73,Day 1: Bruges,Optie 1,11.0,0.16,39.7,Hoog,True
49141390,Bruges - Ghent (city) (via Bulskampveld) 57 km ENG 2026,Holland and Belgium: The Best of Holland and Belgium,Bruges - Amsterdam,2,1,EN,exact,74,Day 2: Bruges – Ghent,Optie 1,57.0,0.41,226.1,Hoog,True
31540193,Ghent (Merelbeke) - Dendermonde 39 km ENG 2026,Holland and Belgium: The Best of Holland and Belgium,Bruges - Amsterdam,3,1,EN,exact,75,Day 3: Ghent – Dendermonde,Optie 1,40.0,1.37,126.0,Redelijk,True
31571337,Dendermonde - Antwerp (via waterbus) 42+8 km ENG 2026,Holland and Belgium: The Best of Holland and Belgium,Bruges - Amsterdam,4,1,EN,exact,76,Day 4: Dendermonde – Antwerp,Optie 1,48.0,2.07,174.7,Redelijk,True
49761920,Schoonhoven - Kinderdijk - Vreeswijk  ENG 62 km 2025,Holland and Belgium: The Best of Holland and Belgium,Bruges - Amsterdam,4,2,EN,exact,76,Day 4: Dendermonde – Antwerp,Optie 2,63.0,0.74,197.4,Laag (niet toegepast),False
31540472,St. Amands - Antwerp (via waterbus) 30+7 km ENG 2026,Holland and Belgium: The Best of Holland and Belgium,Bruges - Amsterdam,5,1,EN,exact,77,Day 5: Antwerp – Kreekrak locks | Kreekrak locks – Tholen | Tholen – Dordrecht,Optie 1,36.0,1.33,124.0,Redelijk,True
31540657,Kreekrak (east) - Tholen 23 km ENG 2026,Holland and Belgium: The Best of Holland and Belgium,Bruges - Amsterdam,5,2,EN,exact,77,Day 5: Antwerp – Kreekrak locks | Kreekrak locks – Tholen | Tholen – Dordrecht,Optie 2,20.0,2.45,40.7,Redelijk,True
26884044,Dordrecht // Alblasserdam - Kinderdijk - Vianen 57 km ENG 2026,Holland and Belgium: The Best of Holland and Belgium,Bruges - Amsterdam,6,1,EN,exact,78,Day 6: Dordrecht – Alblasserdam | Alblasserdam – Kinderdijk – Schoonhoven – Via,Optie 1,57.0,0.01,137.1,Hoog,True
31571536,Breukelen - Amsterdam (Oosterdok) 38 km ENG 2026,Holland and Belgium: The Best of Holland and Belgium,Bruges - Amsterdam,7,1,EN,exact,79,Day 7: Vianen – Breukelen | Breukelen – Amsterdam,Optie 1,38.0,0.05,110.6,Hoog,True
31571526,Breukelen - Amsterdam (Oosterdok) 47 km ENG 2026,Holland and Belgium: The Best of Holland and Belgium,Bruges - Amsterdam,7,2,EN,exact,79,Day 7: Vianen – Breukelen | Breukelen – Amsterdam,Optie 2,48.0,1.01,148.5,Redelijk,True
54779001|54779450,Volendam - Zaanse Schanse - Amsterdam (Minerva) 42km ENG,Holland: Northern Tour,Program: Northern Tour,2,1,EN,ambiguous,106,Day 2: Zaandam – Zaanse Schans – Alkmaar,Optie 1,44.0,0.67,126.5,Laag (niet toegepast),False
49227975,Alkmaar - Dunes (loop via Bergen) 34 km ENG 2026 (N),Holland: Northern Tour,Program: Northern Tour,3,1,EN,exact,107,Day 3: Dune tour: round trip from/to Alkmaar | Alkmaar – Den Helder,Optie 1,33.0,0.56,164.9,Hoog,True
54664318,Alkmaar Polder-Windmill loop 40km ENG,Holland: Northern Tour,Program: Northern Tour,3,2,EN,exact,107,Day 3: Dune tour: round trip from/to Alkmaar | Alkmaar – Den Helder,Optie 2,40.0,0.18,121.1,Redelijk,True
50890551,Alkmaar - Hoorn 34 km ENG 2026,Holland: Northern Tour,Program: Northern Tour,4,1,EN,exact,108,Day 4: Ferry to North Sea island of Texel: cycling round trips from ‘t Horntje,Optie 1,34.0,0.25,100.4,Laag (niet toegepast),False
38226608,Texel (loop ferry) 51 km ENG 2026,Holland: Northern Tour,Program: Northern Tour,4,2,EN,exact,108,Day 4: Ferry to North Sea island of Texel: cycling round trips from ‘t Horntje,Optie 2,51.0,0.26,143.3,Hoog,True
32289895,Stavoren (loop) 42 km ENG 2026 (N),Holland: Northern Tour,Program: Northern Tour,5,1,EN,exact,109,Day 5: Den Helder – Stavoren | Southwest Friesland: round trip from/to Stavoren,Optie 1,43.0,0.6,108.1,Hoog,True
32289555,Stavoren (loop) 55 km ENG 2026 (N),Holland: Northern Tour,Program: Northern Tour,5,2,EN,exact,109,Day 5: Den Helder – Stavoren | Southwest Friesland: round trip from/to Stavoren,Optie 2,55.0,0.2,137.0,Hoog,True
26525248,Medemblik - Enkhuizen (via Twisk) 39 km ENG 2026 (N),Holland: Northern Tour,Program: Northern Tour,6,1,EN,exact,110,Day 6: Stavoren – Medemblik | Medemblik – Hoorn – Enkhuizen,Optie 1,39.0,0.04,104.3,Hoog,True
48302657,Hoorn - Enkhuizen (via Medemblik) 51 km ENG 2026,Holland: Northern Tour,Program: Northern Tour,6,2,EN,exact,110,Day 6: Stavoren – Medemblik | Medemblik – Hoorn – Enkhuizen,Optie 2,51.0,0.18,143.8,Hoog,True
32295850,Volendam - Amsterdam (Minerva) 29 km ENG 2026 (N),Holland: Northern Tour,Program: Northern Tour,7,1,EN,exact,111,Day 7: Enkhuizen – Volendam | Volendam – Waterland – Amsterdam,Optie 1,28.0,1.23,97.9,Redelijk,True
50924735,Zaandam - Volendam 50 km ENG 2025,Holland: Northern Tour,Program: Northern Tour,7,2,EN,exact,111,Day 7: Enkhuizen – Volendam | Volendam – Waterland – Amsterdam,Optie 2,50.0,1.08,167.7,Redelijk,True
26544454,Breukelen - Utrecht (Neude) 16km / 10mi ENG 2026,Holland: Southern Tour,Program: Southern Tour,2,1,EN,exact,114,Day 2: Amsterdam – Breukelen | Breukelen – Utrecht | Utrecht – Rotterdam,Optie 1,20.0,3.74,73.9,Redelijk,True
26920390,Gouda - Utrecht 39 km / 24 mi ENG 2026,Holland: Southern Tour,Program: Southern Tour,2,2,EN,exact,114,Day 2: Amsterdam – Breukelen | Breukelen – Utrecht | Utrecht – Rotterdam,Optie 2,39.0,0.04,98.8,Hoog,True
26545114,Rotterdam - Delft (loop) 49 km / 31 mi ENG 2026,Holland: Southern Tour,Program: Southern Tour,3,1,EN,exact,115,Day 3: Rotterdam – Schiedam – Delft – Rotterdam,Optie 1,48.0,1.59,182.3,Redelijk,True
26920266,Alblasserdam - Kinderdijk - Gouda  30 km / 19 mi ENG 2026,Holland: Southern Tour,Program: Southern Tour,4,1,EN,exact,116,Day 4: Rotterdam – Alblasserdam (“waterbus”) |   Kinderdijk – (Gouda)Schoonhoven,Optie 1,30.0,0.24,85.8,Hoog,True
26917012,Rotterdam - Kinderdijk - Schoonhoven - Gouda 61 km / 38 mi ENG 2026,Holland: Southern Tour,Program: Southern Tour,4,2,EN,exact,116,Day 4: Rotterdam – Alblasserdam (“waterbus”) |   Kinderdijk – (Gouda)Schoonhoven,Optie 2,58.0,2.51,153.8,Redelijk,True
26544361,Breukelen - Utrecht (centrum) 36km / 22mi ENG 2026,Holland: Southern Tour,Program: Southern Tour,5,1,EN,exact,117,Day 5: Schoonhoven – Oudewater – Utrecht | Utrecht – Haarlem,Optie 1,36.0,0.47,114.9,Laag (niet toegepast),False
26920283,Rotterdam - Kinderdijk - Schoonhoven 44 km / 28 mi ENG 2026,Holland: Southern Tour,Program: Southern Tour,5,2,EN,exact,117,Day 5: Schoonhoven – Oudewater – Utrecht | Utrecht – Haarlem,Optie 2,44.0,0.19,111.6,Redelijk,True
26528912,Haarlem Haarlem (Spaarndamseweg) - North Sea (loop) 41 km / 25 mi ENG 2026,Holland: Southern Tour,Program: Southern Tour,6,1,EN,exact,118,Day 6: Haarlem – North Sea coast – Haarlem | Haarlem – Zaandam,Optie 1,40.0,0.6,210.9,Hoog,True
26921011,Haarlem Haarlem (Spaarndamseweg) - North Sea (loop) 50 km / 31 mi ENG 2025- North Sea (loop) 50 km / 31 mi ENG 2026,Holland: Southern Tour,Program: Southern Tour,6,2,EN,exact,118,Day 6: Haarlem – North Sea coast – Haarlem | Haarlem – Zaandam,Optie 2,50.0,0.11,244.6,Hoog,True
26773939|55469711,Amsterdam (Minerva) - Waterland (loop) 34 km ENG 2026,Holland: Southern Tour,Program: Southern Tour,7,1,EN,ambiguous,119,Day 7: Zaandam – Amsterdam,Optie 1,32.0,1.7,132.3,Redelijk,True
49223639,Zaandam - Amsterdam (Minerva) 54 km / 33 mi ENG 2026,Holland: Southern Tour,Program: Southern Tour,7,2,EN,exact,119,Day 7: Zaandam – Amsterdam,Optie 2,53.0,0.72,179.4,Hoog,True
53331578,"Spaarndam - Haarlem (Spaarndamseweg) 6,7 km ENG 2026",Netherlands: 8-day Tulip Tour (Boutique),Program: 8 days regular tulip,1,1,EN,exact,121,Day 1: Amsterdam – Spaarndam | Spaarndam – Haarlem,Optie 1,6.0,0.66,25.6,Hoog,True
28999000,Spaarndam - Haarlem (city) 14 km ENG 2026,Netherlands: 8-day Tulip Tour (Boutique),Program: 8 days regular tulip,1,2,EN,exact,121,Day 1: Amsterdam – Spaarndam | Spaarndam – Haarlem,Optie 2,14.0,0.16,55.9,Hoog,True
46084169,Leiden - Gouda 38 km ENG 2026,Netherlands: 8-day Tulip Tour (Boutique),Program: 8 days regular tulip,2,1,EN,exact,122,Day 2: Haarlem – Keukenhof – Leiden,Optie 1,38.0,0.1,112.6,Hoog,True
54915153,Leiden - Gouda 36 km ENG 2026 Zoeterwoude,Netherlands: 8-day Tulip Tour (Boutique),Program: 8 days regular tulip,3,1,EN,exact,123,Day 3: Leiden –  Gouda,Optie 1,37.0,0.3,118.5,Hoog,True
54152900,Gouda - Uithoorn 43 km ENG 2026,Netherlands: 8-day Tulip Tour (Boutique),Program: 8 days regular tulip,3,2,EN,exact,123,Day 3: Leiden –  Gouda,Optie 2,43.0,0.23,106.6,Hoog,True
54152896,Alphen a/d Rijn - Uithoorn 24 km ENG 2026,Netherlands: 8-day Tulip Tour (Boutique),Program: 8 days regular tulip,4,1,EN,exact,124,Day 4: Gouda – Alphen a/d Rijn | Alphen a/d Rijn – Kudelstaart,Optie 1,20.0,4.41,63.2,Redelijk,True
19010780,Leiden - Gouda 46 km ENG 2026,Netherlands: 8-day Tulip Tour (Boutique),Program: 8 days regular tulip,4,2,EN,exact,124,Day 4: Gouda – Alphen a/d Rijn | Alphen a/d Rijn – Kudelstaart,Optie 2,44.0,2.46,113.6,Redelijk,True
19010888,"Spaarndam - Haarlem (city) 8,3 km ENG 2026",Netherlands: 8-day Tulip Tour (Boutique),Program: 8 days regular tulip,5,1,EN,exact,125,Day 5: Kudelstaart – Flower auction | Aalsmeer – Amsterdam | Amsterdam – Zaanse,Optie 1,9.0,0.67,31.4,Laag (niet toegepast),False
32261520,Zaandam - Zaanse Schans - Alkmaar (via Schermer) 45 km ENG 2026,Netherlands: 8-day Tulip Tour (Boutique),Program: 8 days regular tulip,5,2,EN,exact,125,Day 5: Kudelstaart – Flower auction | Aalsmeer – Amsterdam | Amsterdam – Zaanse,Optie 2,45.0,0.16,143.5,Laag (niet toegepast),False
19220574,Zaandam - Zaanse Schans - Alkmaar (via Egmond) 50 km ENG 2026,Netherlands: 8-day Tulip Tour (Boutique),Program: 8 days regular tulip,6,1,EN,exact,126,Day 6: Purmerend – Alkmaar,Optie 1,50.0,0.54,193.1,Hoog,True
50285202,Purmerend - Alkmaar (via Heiloo) 37 km ENG 2026,Netherlands: 8-day Tulip Tour (Boutique),Program: 8 days regular tulip,7,1,EN,exact,127,Day 7: Alkmaar – Amsterdam,Optie 1,37.0,0.24,113.1,Hoog,True
54782493,Alkmaar - Haarlem (city) 54 km ENG 2026,Netherlands: 8-day Tulip Tour (Boutique),Program: 8 days regular tulip,7,2,EN,exact,127,Day 7: Alkmaar – Amsterdam,Optie 2,54.0,0.13,250.2,Hoog,True
43160612,Test ride: Maastricht 12 km ENG 2026,Netherlands: Amsterdam - Maastricht or v.v.,Program: Amsterdam - Maastricht,1,1,EN,exact,137,Day 1: Amsterdam – Weesp | testride in Weesp,Optie 1,11.0,0.83,66.2,Laag (niet toegepast),False
55190414,Gorinchem - Vianen 49 km ENG 2026 (alternative),Netherlands: Amsterdam - Maastricht or v.v.,Program: Amsterdam - Maastricht,2,1,EN,exact,138,Day 2: Weesp – Utrecht | Utrecht – Vianen,Optie 1,47.0,2.08,133.2,Redelijk,True
25306306,Gorinchem - Vianen 42 km ENG 2026,Netherlands: Amsterdam - Maastricht or v.v.,Program: Amsterdam - Maastricht,3,1,EN,exact,139,Day 3: Vianen – Gorinchem | Gorinchem – Heusden,Optie 1,41.0,0.73,106.7,Hoog,True
26921017|55195305,Schoonhoven - Oudewater - Utrecht 45 km / 28 mi ENG 2026,Netherlands: Amsterdam - Maastricht or v.v.,Program: Amsterdam - Maastricht,4,1,EN,ambiguous,140,Day 4: Heusden – Lith | Lith – Cuijck,Optie 1,40.0,4.63,113.9,Laag (niet toegepast),False
44992477,Arcen - Cuijk 55 km ENG 2026,Netherlands: Amsterdam - Maastricht or v.v.,Program: Amsterdam - Maastricht,5,1,EN,exact,141,Day 5: Cuijck – Arcen,Optie 1,53.0,2.36,244.4,Redelijk,True
54994676,Roermond - Venlo 50 km ENG 2026,Netherlands: Amsterdam - Maastricht or v.v.,Program: Amsterdam - Maastricht,6,1,EN,exact,142,Day 6: Arcen – Venlo – Roermond,Optie 1,50.0,0.31,253.0,Hoog,True
24420204,Schipperskerk - Roermond 41 km ENG 2026,Netherlands: Amsterdam - Maastricht or v.v.,Program: Amsterdam - Maastricht,7,1,EN,exact,143,Day 7: Roermond – Born | Born – Maastricht,Optie 1,42.0,1.4,185.4,Redelijk,True
50084374,"Avondwandeling Maastricht 3,3 KM - extra",Netherlands: Amsterdam - Maastricht or v.v.,Program: Maastricht - Amsterdam,1,1,,exact,145,Day 1: Maastricht,Optie 1,6.0,2.67,22.9,Redelijk,True
24420204,Schipperskerk - Roermond 41 km ENG 2026,Netherlands: Amsterdam - Maastricht or v.v.,Program: Maastricht - Amsterdam,2,1,EN,exact,146,Day 2: Maastricht – Born | Born – Roermond,Optie 1,40.0,0.6,185.4,Hoog,True
54994676,Roermond - Venlo 50 km ENG 2026,Netherlands: Amsterdam - Maastricht or v.v.,Program: Maastricht - Amsterdam,3,1,EN,exact,147,Day 3: Roermond – Venlo – Arcen,Optie 1,50.0,0.31,253.0,Hoog,True
26660826,Cuijk - Lith  54 km ENG 2026 (deviations 2026),Netherlands: Amsterdam - Maastricht or v.v.,Program: Maastricht - Amsterdam,4,1,EN,exact,148,Day 4: Arcen – Cuijk,Optie 1,53.0,1.0,150.8,Hoog,True
26921017|55195305,Schoonhoven - Oudewater - Utrecht 45 km / 28 mi ENG 2026,Netherlands: Amsterdam - Maastricht or v.v.,Program: Maastricht - Amsterdam,5,1,EN,ambiguous,149,Day 5: Cuijk – Oss | Oss – Heusden,Optie 1,40.0,4.63,113.9,Laag (niet toegepast),False
25306306,Gorinchem - Vianen 42 km ENG 2026,Netherlands: Amsterdam - Maastricht or v.v.,Program: Maastricht - Amsterdam,6,1,EN,exact,150,Day 6: Heusden – Gorinchem | Gorinchem – Vianen,Optie 1,41.0,0.73,106.7,Hoog,True
31571526,Breukelen - Amsterdam (Oosterdok) 47 km ENG 2026,Netherlands: Amsterdam - Maastricht or v.v.,Program: Maastricht - Amsterdam,7,1,EN,exact,151,Day 7: Vianen – Breukelen | Breukelen – Amsterdam,Optie 1,42.0,4.99,148.5,Redelijk,True
29010740|53844944|53899229,Bruges - Damme (loop) 22 km ENG 2026,France and Belgium: Paris - Bruges,Program: Bruges - Paris,1,1,EN,ambiguous,153,Day 1: Bruges,Optie 1,22.0,0.56,79.6,Hoog,True
55265628,Ghent (Merelbeke) - Oudenaarde (via Ghent City & Deinze) 51 km ENG 2026,France and Belgium: Paris - Bruges,Program: Bruges - Paris,2,1,EN,exact,154,Day 2: Bruges ­– Moerbrugge | Moerbrugge – Ghent,Optie 1,52.0,0.65,243.4,Hoog,True
